domain,phylum,class,order,family,genus,species,asv_id,Sum Sq,Mean Sq,ndf,ddf,f.value,p.value,fdr.bh,fdr.by,q.value,disease_coef,antibiotic_coef,time_coef,disease_p.value,antibiotic_p.value,time_p.value,disease_fdr.bh,antibiotic_fdr.bh,time_fdr.bh,disease_fdr.by,antibiotic_fdr.by,time_fdr.by,disease_q.value,antibiotic_q.value,time_q.value
Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas atrinae,ASV1,55.73113167789994,13.932782919474985,4,9.908061423861978,2.8578684445400144,0.08167438727383307,0.43682862333787636,1,0.25635231026486877,-2.7303990690316056,0.2548747924305057,-0.08922448797658243,0.0025405855073020135,0.84425191771346,0.8538754606833643,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas atrinae,ASV3,38.30740112976006,9.576850282440015,4,9.725242798851328,2.586577928124136,0.10344432050063428,0.48755755234396425,1,0.28612251636675806,-2.342922890061253,-0.04470731706995672,-0.3968015014419503,0.0029845356571283482,0.9737137705072605,0.3485568946277655,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas atrinae,ASV4,40.336417347831386,10.084104336957846,4,9.832570133812768,2.999120225348474,0.0733790672047198,0.4240216068687378,1,0.2488365292833544,-2.462287362851544,0.18182662205330774,-0.22039936453668624,0.0011098477456899047,0.8759470542363523,0.5841482440564809,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas atrinae,ASV6,31.29685075674146,7.824212689185365,4,9.803850478139163,2.361216920467751,0.12469817797988536,0.5082525736973259,1,0.29826736276985544,-2.1544535841084325,0.1328870691793998,-0.14464054371500268,0.0038232468597891164,0.9090124856564986,0.7173561880642181,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bacteria,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Arcobacteraceae,NA,NA,ASV7,0.8547091130933164,0.2136772782733291,4,22.99737927141858,1.1415758168782455,0.36195903226002796,0.7435489902051091,1,0.436350759200954,-0.18634913319107244,-0.09932411611335759,-0.15052726152724646,0.2825674856135649,0.3671920380867632,0.11415773156031205,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,NA,ASV8,45.305355648078475,11.326338912019619,4,90.5974629556553,7.769433423971848,1.9824442670052932e-5,0.0034278337485137192,0.026231846765619113,0.0020116197833393765,1.8997012663937256,-0.6533885642856968,0.09836210749156304,1.5538800872723149e-4,0.015204911899671016,0.7094319706841741,7.251440407270803e-4,0.03593229511853433,0.7094319706841741,0.0033785792754692334,0.06611964546085511,1,6.603990370907338e-4,0.04363207264393454,0.7094319706841741
Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,NA,NA,ASV9,29.990761684330906,7.497690421082726,4,10.785189195145122,12.164468315540903,5.446850499295857e-4,0.04598698064405502,0.3519200515460808,0.026987399864341996,1.884173835932944,-0.12170014246630148,0.40044185643457164,3.145739943042108e-8,0.7402397413040845,0.021879672152217363,2.2020179601294756e-7,0.7971812598659371,0.027846855466458462,NA,NA,NA,2.673878951585792e-7,0.7865047251355898,0.028611878968284245
Bacteria,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Arcobacteraceae,Halarcobacter,Halarcobacter bivalviorum,ASV10,1.2700483878555346,0.31751209696388366,4,79.36595353989506,0.5918730783389042,0.6695038393780157,0.8654751571686222,1,0.50790297192915,0.27167073300985994,-0.09021779771122825,0.11611823613933293,0.34738747304110784,0.587061592171809,0.46952878279290156,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,NA,ASV11,30.8158172246288,7.7039543061572,4,11.383441093632104,2.690416450310494,0.08529901589823348,0.44296555052946246,1,0.2599537580167793,-1.4757319214330091,0.22497911643600943,-0.8046496363045941,0.030205748733667458,0.7475190737767123,0.03218396100456651,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bacteria,Verrucomicrobiota,Verrucomicrobiia,Verrucomicrobiales,Rubritaleaceae,Rubritalea,NA,ASV12,223.29797353970332,55.82449338492583,4,16.4540743275691,18.15118100424282,7.131014386940393e-6,0.001685771801072709,0.012900540344675372,9.89292992025614e-4,0.3788318870050882,-1.706034717201872,2.4947709791240538,0.5845251030716504,0.028971454914889158,3.911573786803103e-9,0.6584252831103408,0.049303943783276745,5.476203301524344e-8,1,0.08614354871726082,8.504879005020461e-8,0.6939605477918662,0.053882167134581015,6.649675437565276e-8
Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,NA,NA,NA,ASV15,1.1140689722799102,0.27851724306997755,4,76.57220571196802,1.2795218283255656,0.2854315755659885,0.6953455855497098,1,0.40806265378418505,0.361107133178217,0.03439299521598896,0.09363461515446089,0.06067613985408992,0.7651188184763357,0.36308969535445446,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas atrinae,ASV17,0.7772361258268345,0.19430903145670864,4,15.361163950079451,0.5031040895154513,0.7340728059681443,0.8917513429129974,1,0.5233231174064515,0.0850832882753153,0.26183444474489276,0.0895734945233676,0.7588872859000078,0.2917880011268871,0.5184537797408197,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bacteria,Verrucomicrobiota,Verrucomicrobiia,Verrucomicrobiales,Verrucomicrobiaceae,Haloferula,NA,ASV20,122.76190298266822,30.690475745667054,4,18.93416606094587,20.752501938593504,1.043321165926279e-6,5.97402882794958e-4,0.004571686385202101,3.505851058778391e-4,0.3900861144756629,-1.6510694539992379,1.4033661118725633,0.41678049573405074,0.007057020486339062,8.451781657051336e-7,0.5304479036615191,0.027789925975501936,5.916247159935936e-6,1,0.04315945646399383,9.188294058594382e-6,0.5904390356232385,0.0337449101131095,7.1840144084936355e-6
Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,NA,ASV22,2.7490784128768078,0.6872696032192019,4,10.95141337679208,2.0809616952376304,0.15222542761705432,0.5536321705949483,1,0.32489832027145676,-0.05993217708811177,0.03239082166822538,0.25483800848610816,0.7927592831223815,0.8841574314272278,0.04626729120701785,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Fastidiosibacteraceae,Cysteiniphilum,Cysteiniphilum litorale,ASV25,42.5087008616466,10.62717521541165,4,18.405836755254697,11.703524193307707,6.680828982212774e-5,0.008774155396639444,0.06714511751399038,0.005149101698886904,2.446578184082535,0.0423670954895316,0.09174508972837378,3.365046005987501e-9,0.8891366322902114,0.6601934131381284,4.711064408382501e-8,0.8891366322902114,0.7094319706841741,NA,NA,NA,5.720578210178752e-8,0.8891366322902114,0.7094319706841741
Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,NA,NA,ASV26,5.013343564067542,1.2533358910168855,4,27.722902754904226,2.5576204872221053,0.06089524963857964,0.3930661855189018,1,0.23067038046825036,0.7005684493857094,-0.12054161124298896,0.1468666979993637,0.012020391599962297,0.5404486690728443,0.3384436580595639,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea,NA,ASV30,48.325190076321014,12.081297519080254,4,26.809290335259774,5.482367858423127,0.0023298781392624766,0.12416460975046108,0.9501823179432869,0.0728658399704886,1.1615467088427285,0.6854359280540139,1.1300352676547725,0.05145807392600657,0.14729852717434705,7.647269667113247e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Phaeobacter,Phaeobacter italicus,ASV35,22.381375476265355,5.595343869066339,4,9.745911132721801,3.65401877257732,0.045162471389464984,0.3584615290218482,1,0.21036268274652759,-0.4923090946077864,-2.1817698187485197,-0.6850371165251931,0.34312353982188826,0.07551954100438302,0.01349017159340997,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,NA,NA,ASV36,30.013730302666996,7.503432575666749,4,9.666344944978706,2.8222395885863607,0.08563485531469286,0.44296555052946246,1,0.2599537580167793,1.4632628209291847,0.37411257120195335,0.7494286858141996,0.026739906880652364,0.709276815020653,0.03845931199845014,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sphaerotilaceae,Roseateles,NA,ASV37,11.586468612213215,2.896617153053304,4,90.09132291646593,4.1890498887490395,0.0037111831892751457,0.13292783423403703,1,0.07800852687724097,-0.046657771664484066,0.6365057984914136,-0.3641835437229385,0.8889703683138703,7.320363829065572e-4,0.04755494376305605,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,NA,ASV39,4.920666316503443,1.2301665791258607,4,16.45030328505763,1.1826362286056467,0.3548058149782458,0.7409027613313939,1,0.4347978232232634,0.6746373759941235,0.0655093156041838,0.3017174613887243,0.09609149013429634,0.843369836067134,0.17871833327814948,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Qipengyuania,NA,ASV40,18.919501406414863,4.729875351603716,4,24.80167437028721,8.508871689692743,1.8196058724622184e-4,0.02150774141250342,0.16459018097128467,0.012621790114266477,-0.7009227232215192,-0.7677323325423152,-0.6541062988921756,0.02680661891733832,0.015399555050800427,1.6156811421929354e-4,0.05361323783467664,0.03593229511853433,2.827441998837637e-4,NA,NA,NA,0.05696406519934393,0.04363207264393454,3.051842157475545e-4
Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Seonamhaeicola,NA,ASV41,82.86218774563055,20.715546936407637,4,25.93995276980376,7.096034768718753,5.335000268068934e-4,0.04598698064405502,0.3519200515460808,0.026987399864341996,1.0135622184256432,0.29129464143327277,1.8834391516977531,0.13077560236123534,0.5156297551594814,2.1475754386305187e-6,0.20342871478414387,0.6015680476860616,7.5922566599559145e-6,NA,NA,NA,0.22231852401410007,0.6261218455507989,9.21916880137504e-6
